source_game_id,source_program_key,season_label,game_date,source_opponent_label,normalized_opponent_key,normalized_opponent_name,team_score,opponent_score,played_result,overtime_periods,curated_site_type,curated_venue_name,city,state,curated_game_type,curated_postseason_round,event_or_tournament,administrative_status,site_research_status,site_research_basis,raw_text,source_page,source_series_event_note
1950-51-G01,arizona-state,1950-1951,1950-12-01,USC,usc,USC,71,86,L,0,OPPONENT_HOME,,Los Angeles,CA,REGULAR_SEASON,,,,,,accepted L 71-86 vs USC,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G01,
ASU-STG2-PRE1950-1926-27-007,arizona-state,1926-1927,,Arizona,arizona,Arizona,29,36,L,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,L 29 Arizona 36,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 1; source_top 551.35,
ASU-STG2-PRE1950-1926-27-008,arizona-state,1926-1927,,Arizona,arizona,Arizona,25,43,L,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,L 25 Arizona 43,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 1; source_top 560.23,
ASU-STG2-PRE1950-1926-27-009,arizona-state,1926-1927,,ASc,northern-arizona,Northern Arizona,30,24,W,0,OPPONENT_HOME,,Flagstaff,AZ,REGULAR_SEASON,,,,,,W 30 ASc 24,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 1; source_top 569.1,
ASU-STG2-PRE1950-1926-27-010,arizona-state,1926-1927,,ASc,northern-arizona,Northern Arizona,36,24,W,0,OPPONENT_HOME,,Flagstaff,AZ,REGULAR_SEASON,,,,,,W 36 ASc 24,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 1; source_top 577.97,
ASU-STG2-PRE1950-1926-27-011,arizona-state,1926-1927,,phoenix indian,phoenix-indian-school,Phoenix Indian School,49,25,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,W 49 phoenix indian 25,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 1; source_top 586.84,
ASU-STG2-PRE1950-1926-27-012,arizona-state,1926-1927,,E. Arizona Jc,eastern-arizona-college,Eastern Arizona College,23,30,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,L 23 E. Arizona Jc 30,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 1; source_top 595.72,
ASU-STG2-PRE1950-1927-28-001,arizona-state,1927-1928,,phoenix college,phoenix-college,Phoenix College,39,26,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,W 39 phoenix college 26,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 1; source_top 631.21,
ASU-STG2-PRE1950-1927-28-002,arizona-state,1927-1928,,Arizona,arizona,Arizona,32,39,L,0,OPPONENT_HOME,,Tucson,AZ,REGULAR_SEASON,,,,,,L 32 Arizona 39,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 1; source_top 640.09,
ASU-STG2-PRE1950-1927-28-003,arizona-state,1927-1928,,Arizona,arizona,Arizona,24,38,L,0,OPPONENT_HOME,,Tucson,AZ,REGULAR_SEASON,,,,,,L 24 Arizona 38,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 1; source_top 648.96,
ASU-STG2-PRE1950-1927-28-004,arizona-state,1927-1928,,ASc,northern-arizona,Northern Arizona,40,25,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,W 40 ASc 25,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 1; source_top 657.83,
ASU-STG2-PRE1950-1927-28-005,arizona-state,1927-1928,,phoenix college,phoenix-college,Phoenix College,37,18,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,W 37 phoenix college 18,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 1; source_top 666.7,
ASU-STG2-PRE1950-1927-28-006,arizona-state,1927-1928,,phoenix indian,phoenix-indian-school,Phoenix Indian School,39,19,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,W 39 phoenix indian 19,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 1; source_top 675.58,
ASU-STG2-PRE1950-1927-28-007,arizona-state,1927-1928,,Arizona,arizona,Arizona,47,27,W,0,OPPONENT_HOME,,Tucson,AZ,REGULAR_SEASON,,,,,,W 47 Arizona 27,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 1; source_top 684.45,
ASU-STG2-PRE1950-1927-28-008,arizona-state,1927-1928,,Arizona,arizona,Arizona,25,30,L,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,L 25 Arizona 30,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 1; source_top 693.32,
ASU-STG2-PRE1950-1927-28-009,arizona-state,1927-1928,,E. Arizona Jc,eastern-arizona-college,Eastern Arizona College,30,23,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,W 30 E. Arizona Jc 23,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 1; source_top 702.19,
ASU-STG2-PRE1950-1927-28-010,arizona-state,1927-1928,,ASc,northern-arizona,Northern Arizona,27,32,L,0,OPPONENT_HOME,,Flagstaff,AZ,REGULAR_SEASON,,,,,,L 27 ASc 32,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 1; source_top 711.07,
ASU-STG2-PRE1950-1927-28-011,arizona-state,1927-1928,,ASc,northern-arizona,Northern Arizona,33,29,W,0,OPPONENT_HOME,,Flagstaff,AZ,REGULAR_SEASON,,,,,,W 33 ASc 29,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 1; source_top 719.94,
ASU-STG2-PRE1950-1927-28-012,arizona-state,1927-1928,,E. Arizona Jc,eastern-arizona-college,Eastern Arizona College,24,23,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,W 24 E. Arizona Jc 23,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 1; source_top 728.81,
ASU-STG2-PRE1950-1927-28-013,arizona-state,1927-1928,,phoenix college,phoenix-college,Phoenix College,22,26,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,L 22 phoenix college 26,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 311.31,
ASU-STG2-PRE1950-1927-28-014,arizona-state,1927-1928,,phoenix indian,phoenix-indian-school,Phoenix Indian School,37,27,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,W 37 phoenix indian 27,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 320.18,
ASU-STG2-PRE1950-1927-28-015,arizona-state,1927-1928,,Arizona frosh,arizona-freshmen,Arizona Freshmen,32,24,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,W 32 Arizona frosh 24,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 329.05,
ASU-STG2-PRE1950-1928-29-001,arizona-state,1928-1929,1928-12-18,So. california,usc,USC,19,44,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,L 19 So. california 44,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 364.55,
ASU-STG2-PRE1950-1928-29-002,arizona-state,1928-1929,,ASc,northern-arizona,Northern Arizona,21,42,L,0,OPPONENT_HOME,,Flagstaff,AZ,REGULAR_SEASON,,,,,,L 21 ASc 42,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 373.42,
ASU-STG2-PRE1950-1928-29-003,arizona-state,1928-1929,,E. Arizona Jc,eastern-arizona-college,Eastern Arizona College,26,30,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,L 26 E. Arizona Jc 30,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 382.3,
ASU-STG2-PRE1950-1928-29-004,arizona-state,1928-1929,,E. Arizona Jc,eastern-arizona-college,Eastern Arizona College,36,17,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,W 36 E. Arizona Jc 17,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 391.17,
ASU-STG2-PRE1950-1928-29-005,arizona-state,1928-1929,,Arizona,arizona,Arizona,18,36,L,0,OPPONENT_HOME,,Tucson,AZ,REGULAR_SEASON,,,,,,L 18 Arizona 36,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 400.04,
ASU-STG2-PRE1950-1928-29-006,arizona-state,1928-1929,,Arizona,arizona,Arizona,20,54,L,0,OPPONENT_HOME,,Tucson,AZ,REGULAR_SEASON,,,,,,L 20 Arizona 54,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 408.91,
ASU-STG2-PRE1950-1928-29-007,arizona-state,1928-1929,,phoenix college,phoenix-college,Phoenix College,24,27,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,L 24 phoenix college 27,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 417.79,
ASU-STG2-PRE1950-1928-29-008,arizona-state,1928-1929,,phoenix college,phoenix-college,Phoenix College,19,35,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,L 19 phoenix college 35,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 426.66,
ASU-STG2-PRE1950-1928-29-009,arizona-state,1928-1929,,phoenix indian,phoenix-indian-school,Phoenix Indian School,40,23,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,W 40 phoenix indian 23,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 435.53,
ASU-STG2-PRE1950-1928-29-010,arizona-state,1928-1929,,E. Arizona Jc,eastern-arizona-college,Eastern Arizona College,41,39,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,W 41 E. Arizona Jc 39,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 444.4,
ASU-STG2-PRE1950-1928-29-011,arizona-state,1928-1929,,E. Arizona Jc,eastern-arizona-college,Eastern Arizona College,22,27,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,L 22 E. Arizona Jc 27,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 453.28,
ASU-STG2-PRE1950-1928-29-012,arizona-state,1928-1929,,Arizona,arizona,Arizona,22,56,L,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,L 22 Arizona 56,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 462.15,
ASU-STG2-PRE1950-1928-29-013,arizona-state,1928-1929,,Arizona,arizona,Arizona,21,43,L,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,L 21 Arizona 43,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 471.02,
ASU-STG2-PRE1950-1928-29-014,arizona-state,1928-1929,,Northern Arizona / Flagstaff,northern-arizona,Northern Arizona,16,39,L,0,OPPONENT_HOME,,Flagstaff,AZ,REGULAR_SEASON,,,,,,ASU L16-39 Northern Arizona/Flagstaff,arizona-state-stage1-recovered-evidence-batch34.csv; RECIPROCAL_POPULATION — Northern Arizona,
ASU-STG2-PRE1950-1928-29-015,arizona-state,1928-1929,,Northern Arizona / Flagstaff,northern-arizona,Northern Arizona,17,27,L,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,ASU L17-27 Northern Arizona/Flagstaff,arizona-state-stage1-recovered-evidence-batch34.csv; RECIPROCAL_POPULATION — Northern Arizona,
ASU-STG2-PRE1950-1928-29-016,arizona-state,1928-1929,,Northern Arizona / Flagstaff,northern-arizona,Northern Arizona,30,40,L,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,ASU L30-40 Northern Arizona/Flagstaff,arizona-state-stage1-recovered-evidence-batch34.csv; RECIPROCAL_POPULATION — Northern Arizona,
ASU-STG2-PRE1950-1929-30-001,arizona-state,1929-1930,,Dixie college,utah-tech,Utah Tech,38,37,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,W 38 Dixie college 37,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 506.52,
ASU-STG2-PRE1950-1929-30-002,arizona-state,1929-1930,,Dixie college,utah-tech,Utah Tech,29,40,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,L 29 Dixie college 40,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 515.39,
ASU-STG2-PRE1950-1929-30-003,arizona-state,1929-1930,,kearney St.,nebraska-kearney,Nebraska Kearney,30,46,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"The specific institutional/systematic path identified in Tranche 13 was checked in Tranche 14 without sufficiently explicit game-level H/A/N support. Under convergence/proportionality policy, UNKNOWN is preserved and narrower row-by-row archaeology is not warranted.",L 30 kearney St. 46,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 524.26,
ASU-STG2-PRE1950-1929-30-004,arizona-state,1929-1930,,Arizona,arizona,Arizona,40,50,L,0,OPPONENT_HOME,,Tucson,AZ,REGULAR_SEASON,,,,,,L 40 Arizona 50,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 533.14,
ASU-STG2-PRE1950-1929-30-005,arizona-state,1929-1930,,Arizona,arizona,Arizona,23,54,L,0,OPPONENT_HOME,,Tucson,AZ,REGULAR_SEASON,,,,,,L 23 Arizona 54,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 542.01,
ASU-STG2-PRE1950-1929-30-006,arizona-state,1929-1930,,ASc,northern-arizona,Northern Arizona,28,36,L,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,L 28 ASc 36,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 550.88,
ASU-STG2-PRE1950-1929-30-007,arizona-state,1929-1930,,ASc,northern-arizona,Northern Arizona,30,36,L,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,L 30 ASc 36,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 559.75,
ASU-STG2-PRE1950-1929-30-008,arizona-state,1929-1930,,Arizona,arizona,Arizona,40,48,L,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,L 40 Arizona 48,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 568.63,
ASU-STG2-PRE1950-1929-30-009,arizona-state,1929-1930,,Arizona,arizona,Arizona,34,31,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,W 34 Arizona 31,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 577.5,
ASU-STG2-PRE1950-1929-30-010,arizona-state,1929-1930,,ASc,northern-arizona,Northern Arizona,29,35,L,0,OPPONENT_HOME,,Flagstaff,AZ,REGULAR_SEASON,,,,,,L 29 ASc 35,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 586.37,
ASU-STG2-PRE1950-1929-30-011,arizona-state,1929-1930,,ASc,northern-arizona,Northern Arizona,29,34,L,0,OPPONENT_HOME,,Flagstaff,AZ,REGULAR_SEASON,,,,,,L 29 ASc 34,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 595.24,
ASU-STG2-PRE1950-1929-30-012,arizona-state,1929-1930,,texas Western,utep,UTEP,40,43,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,L 40 texas Western 43,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 604.12,
ASU-STG2-PRE1950-1929-30-013,arizona-state,1929-1930,,texas Western,utep,UTEP,43,39,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,W 43 texas Western 39,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 612.99,
ASU-STG2-PRE1950-1930-31-001,arizona-state,1930-1931,,chandler High,chandler-high-school,Chandler High School,37,17,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,W 37 chandler High 17,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 648.49,
ASU-STG2-PRE1950-1930-31-002,arizona-state,1930-1931,,occidental,occidental,Occidental,36,31,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"The specific institutional/systematic path identified in Tranche 13 was checked in Tranche 14 without sufficiently explicit game-level H/A/N support. Under convergence/proportionality policy, UNKNOWN is preserved and narrower row-by-row archaeology is not warranted.",W 36 occidental 31,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 657.36,
ASU-STG2-PRE1950-1930-31-003,arizona-state,1930-1931,,occidental,occidental,Occidental,37,28,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"The specific institutional/systematic path identified in Tranche 13 was checked in Tranche 14 without sufficiently explicit game-level H/A/N support. Under convergence/proportionality policy, UNKNOWN is preserved and narrower row-by-row archaeology is not warranted.",W 37 occidental 28,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 666.23,
ASU-STG2-PRE1950-1930-31-004,arizona-state,1930-1931,,Dixie college,utah-tech,Utah Tech,29,49,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,L 29 Dixie college 49,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 675.1,
ASU-STG2-PRE1950-1930-31-005,arizona-state,1930-1931,,ASc,northern-arizona,Northern Arizona,20,27,L,0,OPPONENT_HOME,,Flagstaff,AZ,REGULAR_SEASON,,,,,,L 20 ASc 27,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 683.98,
ASU-STG2-PRE1950-1930-31-006,arizona-state,1930-1931,,ASc,northern-arizona,Northern Arizona,36,18,W,0,OPPONENT_HOME,,Flagstaff,AZ,REGULAR_SEASON,,,,,,W 36 ASc 18,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 692.85,
ASU-STG2-PRE1950-1930-31-007,arizona-state,1930-1931,,Arizona,arizona,Arizona,28,20,W,0,OPPONENT_HOME,,Tucson,AZ,REGULAR_SEASON,,,,,,W 28 Arizona 20,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 701.72,
ASU-STG2-PRE1950-1930-31-008,arizona-state,1930-1931,,Arizona,arizona,Arizona,24,26,L,0,OPPONENT_HOME,,Tucson,AZ,REGULAR_SEASON,,,,,,L 24 Arizona 26,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 710.59,
ASU-STG2-PRE1950-1930-31-009,arizona-state,1930-1931,,E. Arizona Jc,eastern-arizona-college,Eastern Arizona College,34,24,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,W 34 E. Arizona Jc 24,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 719.47,
ASU-STG2-PRE1950-1930-31-010,arizona-state,1930-1931,,E. Arizona Jc,eastern-arizona-college,Eastern Arizona College,32,40,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,L 32 E. Arizona Jc 40,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 2; source_top 728.34,
ASU-STG2-PRE1950-1930-31-011,arizona-state,1930-1931,,New Mexico,new-mexico,New Mexico,24,29,L,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,L 24 New Mexico 29,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 3; source_top 312.01,
ASU-STG2-PRE1950-1930-31-012,arizona-state,1930-1931,,New Mexico,new-mexico,New Mexico,34,26,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,W 34 New Mexico 26,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 3; source_top 320.89,
ASU-STG2-PRE1950-1930-31-013,arizona-state,1930-1931,,Arizona,arizona,Arizona,38,20,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,W 38 Arizona 20,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 3; source_top 329.76,
ASU-STG2-PRE1950-1930-31-014,arizona-state,1930-1931,,Arizona,arizona,Arizona,23,28,L,0,NEUTRAL,,Tempe,AZ,REGULAR_SEASON,,,,RESEARCHED_PARTIAL,"H/A/N and available neutral locality evidence were preserved, but the remaining exact physical-building question belongs to an early local/historical population for which the systematic institutional, reciprocal, event, and facility evidence available to this lane has converged without a safe building identity. UNKNOWN physical venue is preserved rather than escalating into game-by-game newspaper archaeology.",L 23 Arizona 28,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 3; source_top 338.63,
ASU-STG2-PRE1950-1930-31-015,arizona-state,1930-1931,,ASc,northern-arizona,Northern Arizona,36,34,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,W 36 ASc 34,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 3; source_top 347.5,
ASU-STG2-PRE1950-1930-31-016,arizona-state,1930-1931,,ASc,northern-arizona,Northern Arizona,25,23,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,W 25 ASc 23,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 3; source_top 356.38,
ASU-STG2-PRE1950-1930-31-017,arizona-state,1930-1931,,New Mexico St.,new-mexico-state,New Mexico State,49,31,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,W 49 New Mexico St. 31,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 3; source_top 365.25,
ASU-STG2-PRE1950-1930-31-018,arizona-state,1930-1931,,New Mexico St.,new-mexico-state,New Mexico State,52,36,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,W 52 New Mexico St. 36,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 3; source_top 374.12,
ASU-STG2-PRE1950-1931-32-001,arizona-state,1931-1932,,Dixie college,utah-tech,Utah Tech,39,36,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,UNKNOWN preserved under convergence policy: systematic/high-yield H/A/N evidence has been exhausted or no comparable systematic ledger remains; further row-by-row archaeology is disproportionate.,W 39 Dixie college 36,arizona-state-stage1-pre1950-media-guide-rows.csv; PDF p.1; column 3; source_top 409.62,
