index,index,source_game_id,source_program_key,source_era,season_label,season_year,game_date,source_opponent_label,normalized_opponent_name,normalized_opponent_key,opponent_current_d1,team_score,opponent_score,played_result,overtime_periods,administrative_status,administrative_note,source_site_candidate,curated_site_type,source_venue_name,curated_venue_name,city,state,event_or_tournament,source_round,curated_game_type,curated_postseason_round,source_page,raw_text,normalization_status,notes,identity_override,identity_override_basis,identity_match_program_key,identity_match_source_game_id
989,989,MDRAW-00990,maryland,2025-26_record_book_all_time_results,1965-1966,1966,1966-02-26,Clemson,Clemson,clemson,Yes,69,81,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F26 • Clemson L 69-81,resolved,,,,,
990,990,MDRAW-00991,maryland,2025-26_record_book_all_time_results,1965-1966,1966,1966-03-03,No. Carolina,North Carolina,north-carolina,Yes,70,77,L,0,,,unprefixed,NEUTRAL,Reynolds Coliseum,Reynolds Coliseum,Raleigh,NC,ACC Tournament,,CONFERENCE_TOURNAMENT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M3 No. Carolina 2 L 70-77,resolved,,,,,
991,991,MDRAW-00992,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1966-12-01,Penn State,Penn State,penn-state,Yes,76,53,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D1 Penn State W 76-53,resolved,,,,,
992,992,MDRAW-00993,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1966-12-07,NC State,NC State,nc-state,Yes,54,38,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D7 • at NC State W 54-38,resolved,,,,,
993,993,MDRAW-00994,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1966-12-10,South Carolina,South Carolina,south-carolina,Yes,63,65,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D10 • South Carolina L 63-65,resolved,,,,,
994,994,MDRAW-00995,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1966-12-13,Virginia,Virginia,virginia,Yes,85,65,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D13 • at Virginia W 85-65,resolved,,,,,
995,995,MDRAW-00996,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1966-12-16,Oklahoma State,Oklahoma State,oklahoma-state,Yes,50,49,W,0,,,unprefixed,NEUTRAL,Mid-South Coliseum,Mid-South Coliseum,Memphis,TN,"Memphis Invitational at Memphis, Tenn. (Mid- South Coliseum)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D16 Oklahoma State 1 W 50-49,resolved,,,,,
996,996,MDRAW-00997,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1966-12-17,Memphis State,Memphis,memphis,Yes,53,55,L,0,,,at,OPPONENT_HOME,Mid-South Coliseum,Mid-South Coliseum,Memphis,TN,"Memphis Invitational at Memphis, Tenn. (Mid- South Coliseum)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D17 at Memphis State 1 L 53-55,resolved,,,,,
997,997,MDRAW-00998,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1966-12-20,Wake Forest,Wake Forest,wake-forest,Yes,59,68,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D20 • Wake Forest L 59-68,resolved,,,,,
998,998,MDRAW-00999,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1966-12-28,Davidson,Davidson,davidson,Yes,66,65,W,0,,,at,OPPONENT_HOME,Charlotte Coliseum,Charlotte Coliseum (1955),Charlotte,NC,"Charlotte Invitational at Char- lotte, N.C. (Charlotte Coliseum)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D28 at Davidson 2 W 66-65,resolved,,,,,
999,999,MDRAW-01000,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1966-12-29,Army,Army,army,Yes,57,54,W,0,,,unprefixed,NEUTRAL,Charlotte Coliseum,Charlotte Coliseum (1955),Charlotte,NC,"Charlotte Invitational at Char- lotte, N.C. (Charlotte Coliseum)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D29 Army 2 W 57-54,resolved,,,,,
1000,1000,MDRAW-01001,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1967-01-07,NC State,NC State,nc-state,Yes,60,55,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J7 • NC State W 60-55,resolved,,,,,
1001,1001,MDRAW-01002,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1967-01-11,West Virginia,West Virginia,west-virginia,Yes,82,81,W,1,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J11 at West Virginia (OT) W 82-81,resolved,,,,,
1002,1002,MDRAW-01003,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1967-01-14,Duke,Duke,duke,Yes,69,72,L,1,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J14 • Duke (OT) L 69-72,resolved,,,,,
1003,1003,MDRAW-01004,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1967-01-16,Clemson,Clemson,clemson,Yes,68,48,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J16 • Clemson W 68-48,resolved,,,,,
1004,1004,MDRAW-01005,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1967-01-28,West Virginia,West Virginia,west-virginia,Yes,58,61,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J28 West Virginia L 58-61,resolved,,,,,
1005,1005,MDRAW-01006,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1967-01-30,South Carolina,South Carolina,south-carolina,Yes,53,80,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J30 • at South Carolina L 53-80,resolved,,,,,
1006,1006,MDRAW-01007,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1967-02-04,No. Carolina,North Carolina,north-carolina,Yes,77,85,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F4 [2] • at No. Carolina L 77-85,resolved,,,,,
1007,1007,MDRAW-01008,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1967-02-09,George Washington,George Washington,george-washington,Yes,78,52,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F9 George Washington W 78-52,resolved,,,,,
1008,1008,MDRAW-01009,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1967-02-11,Georgetown,Georgetown,georgetown,Yes,49,80,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F11 at Georgetown L 49-80,resolved,,,,,
1009,1009,MDRAW-01010,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1967-02-13,Virginia,Virginia,virginia,Yes,87,76,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F13 • Virginia W 87-76,resolved,,,,,
1010,1010,MDRAW-01011,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1967-02-16,Navy,Navy,navy,Yes,65,66,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F16 at Navy L 65-66,resolved,,,,,
1011,1011,MDRAW-01012,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1967-02-18,Duke,Duke,duke,Yes,58,81,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F18 • at Duke L 58-81,resolved,,,,,
1012,1012,MDRAW-01013,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1967-02-22,No. Carolina,North Carolina,north-carolina,Yes,78,79,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F22 [5] • No. Carolina L 78-79,resolved,,,,,
1013,1013,MDRAW-01014,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1967-02-25,Clemson,Clemson,clemson,Yes,61,65,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F25 • at Clemson L 61-65,resolved,,,,,
1014,1014,MDRAW-01015,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1967-03-04,Wake Forest,Wake Forest,wake-forest,Yes,64,78,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M4 • at Wake Forest L 64-78,resolved,,,,,
1015,1015,MDRAW-01016,maryland,2025-26_record_book_all_time_results,1966-1967,1967,1967-03-09,South Carolina,South Carolina,south-carolina,Yes,54,57,L,0,,,unprefixed,NEUTRAL,Greensboro Coliseum,Greensboro Coliseum,Greensboro,NC,ACC Tournament,,CONFERENCE_TOURNAMENT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M9 South Carolina 3 L 54-57,resolved,,,,,
1016,1016,MDRAW-01017,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1967-12-02,Penn State,Penn State,penn-state,Yes,71,76,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D2 at Penn State L 71-76,resolved,,,,,
1017,1017,MDRAW-01018,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1967-12-04,Geo. Washington,George Washington,george-washington,Yes,84,53,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D4 at Geo. Washington W 84-53,resolved,,,,,
1018,1018,MDRAW-01019,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1967-12-06,NC State,NC State,nc-state,Yes,62,75,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D6 • NC State L 62-75,resolved,,,,,
1019,1019,MDRAW-01020,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1967-12-09,South Carolina,South Carolina,south-carolina,Yes,66,65,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D9 • South Carolina W 66-65,resolved,,,,,
1020,1020,MDRAW-01021,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1967-12-14,Wake Forest,Wake Forest,wake-forest,Yes,60,73,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D14 • at Wake Forest L 60-73,resolved,,,,,
1021,1021,MDRAW-01022,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1967-12-21,Texas-El Paso,UTEP,utep,Yes,53,70,L,0,,,at,OPPONENT_HOME,Memorial Gymnasium,Memorial Gymnasium,El Paso,TX,"Sun Carnival Tournament at El Paso, Texas (Memorial Gymnasium)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D21 at Texas-El Paso 1 L 53-70,resolved,,,,,
1022,1022,MDRAW-01023,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1967-12-22,Southern Illinois,Southern Illinois,southern-illinois,Yes,72,73,L,0,,,unprefixed,NEUTRAL,Memorial Gymnasium,Memorial Gymnasium,El Paso,TX,"Sun Carnival Tournament at El Paso, Texas (Memorial Gymnasium)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D22 Southern Illinois (OT) 1 L 72-73,resolved,,,,,
1023,1023,MDRAW-01024,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1968-01-03,South Carolina,South Carolina,south-carolina,Yes,59,68,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J3 • at South Carolina L 59-68,resolved,,,,,
1024,1024,MDRAW-01025,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1968-01-06,NC State,NC State,nc-state,Yes,52,68,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J6 • at NC State L 52-68,resolved,,,,,
1025,1025,MDRAW-01026,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1968-01-10,West Virginia,West Virginia,west-virginia,Yes,79,75,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J10 West Virginia W 79-75,resolved,,,,,
1026,1026,MDRAW-01027,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1968-01-13,Duke,Duke,duke,Yes,52,84,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J13 • Duke L 52-84,resolved,,,,,
1027,1027,MDRAW-01028,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1968-01-15,Clemson,Clemson,clemson,Yes,93,94,L,2,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J15 • at Clemson (2OT) L 93-94,resolved,,,,,
1028,1028,MDRAW-01029,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1968-01-17,Navy,Navy,navy,Yes,76,72,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J17 Navy W 76-72,resolved,,,,,
1029,1029,MDRAW-01030,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1968-01-30,Miami,Miami (FL),miami,Yes,73,93,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J30 at Miami L 73-93,resolved,,,,,
1030,1030,MDRAW-01031,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1968-02-03,No. Carolina,North Carolina,north-carolina,Yes,67,73,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F3 [3] • No. Carolina L 67-73,resolved,,,,,
1031,1031,MDRAW-01032,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1968-02-06,Duke,Duke,duke,Yes,64,85,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F6 • at Duke L 64-85,resolved,,,,,
1032,1032,MDRAW-01033,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1968-02-10,West Virginia,West Virginia,west-virginia,Yes,66,83,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F10 at West Virginia L 66-83,resolved,,,,,
1033,1033,MDRAW-01034,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1968-02-13,Virginia,Virginia,virginia,Yes,85,76,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F13 • Virginia W 85-76,resolved,,,,,
1034,1034,MDRAW-01035,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1968-02-17,Wake Forest,Wake Forest,wake-forest,Yes,87,74,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F17 • Wake Forest W 87-74,resolved,,,,,
1035,1035,MDRAW-01036,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1968-02-21,No. Carolina,North Carolina,north-carolina,Yes,60,83,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F21 [3] • at No. Carolina L 60-83,resolved,,,,,
1036,1036,MDRAW-01037,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1968-02-24,Clemson,Clemson,clemson,Yes,81,68,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F24 • Clemson W 81-68,resolved,,,,,
1037,1037,MDRAW-01038,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1968-02-28,Virginia,Virginia,virginia,Yes,68,70,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F28 • at Virginia L 68-70,resolved,,,,,
1038,1038,MDRAW-01039,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1968-03-02,Georgetown,Georgetown,georgetown,Yes,68,60,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M2 Georgetown W 68-60,resolved,,,,,
1039,1039,MDRAW-01040,maryland,2025-26_record_book_all_time_results,1967-1968,1968,1968-03-07,NC State,NC State,nc-state,Yes,54,63,L,0,,,unprefixed,NEUTRAL,Charlotte Coliseum I,Charlotte Coliseum (1955),Charlotte,NC,ACC Tournament,,CONFERENCE_TOURNAMENT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M7 NC State 2 L 54-63,resolved,,,,,
1040,1040,MDRAW-01041,maryland,2025-26_record_book_all_time_results,1968-1969,1969,1968-11-30,Penn State,Penn State,penn-state,Yes,66,56,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N30 Penn State W 66-56,resolved,,,,,
1041,1041,MDRAW-01042,maryland,2025-26_record_book_all_time_results,1968-1969,1969,1968-12-04,West Virginia,West Virginia,west-virginia,Yes,65,86,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D4 at West Virginia L 65-86,resolved,,,,,
1042,1042,MDRAW-01043,maryland,2025-26_record_book_all_time_results,1968-1969,1969,1968-12-07,South Carolina,South Carolina,south-carolina,Yes,67,79,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D7 • at South Carolina L 67-79,resolved,,,,,
1043,1043,MDRAW-01044,maryland,2025-26_record_book_all_time_results,1968-1969,1969,1968-12-11,Princeton,Princeton,princeton,Yes,63,72,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D11 Princeton L 63-72,resolved,,,,,
1044,1044,MDRAW-01045,maryland,2025-26_record_book_all_time_results,1968-1969,1969,1968-12-14,Wake Forest,Wake Forest,wake-forest,Yes,87,95,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D14 • at Wake Forest L 87-95,resolved,,,,,
1045,1045,MDRAW-01046,maryland,2025-26_record_book_all_time_results,1968-1969,1969,1968-12-17,George Washington,George Washington,george-washington,Yes,99,96,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D17 George Washington W 99-96,resolved,,,,,
1046,1046,MDRAW-01047,maryland,2025-26_record_book_all_time_results,1968-1969,1969,1968-12-20,Marshall,Marshall,marshall,Yes,89,80,W,0,,,at,OPPONENT_HOME,,,,,"Marshall Invitational at Huntington, W. Va. (Memo- rial Field House)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D20 at Marshall 1 W 89-80,resolved,,,,,
1047,1047,MDRAW-01048,maryland,2025-26_record_book_all_time_results,1968-1969,1969,1968-12-21,Miami,Miami (FL),miami,Yes,85,92,L,0,,,unprefixed,NEUTRAL,,,,,"Marshall Invitational at Huntington, W. Va. (Memo- rial Field House)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D21 Miami 1 L 85-92,resolved,,,,,
1048,1048,MDRAW-01049,maryland,2025-26_record_book_all_time_results,1968-1969,1969,1968-12-27,Davidson,Davidson,davidson,Yes,69,83,L,0,,,at,OPPONENT_HOME,Charlotte Coliseum,Charlotte Coliseum (1955),Charlotte,NC,"Charlotte Invitational at Char- lotte, N.C. (Charlotte Coliseum)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D27 [3] at Davidson 2 L 69-83,resolved,,,,,
1049,1049,MDRAW-01050,maryland,2025-26_record_book_all_time_results,1968-1969,1969,1968-12-28,Wichita State,Wichita State,wichita-state,Yes,95,83,W,0,,,unprefixed,NEUTRAL,Charlotte Coliseum,Charlotte Coliseum (1955),Charlotte,NC,"Charlotte Invitational at Char- lotte, N.C. (Charlotte Coliseum)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D28 Wichita State 2 W 95-83,resolved,,,,,
1050,1050,MDRAW-01051,maryland,2025-26_record_book_all_time_results,1968-1969,1969,1969-01-03,Wake Forest,Wake Forest,wake-forest,Yes,71,93,L,0,,,at,OPPONENT_HOME,Greensboro Coliseum,Greensboro Coliseum,Greensboro,NC,"at Greensboro, N.C. (Greensboro Coliseum)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J3 • at Wake Forest 3 L 71-93,resolved,,,,,
1051,1051,MDRAW-01052,maryland,2025-26_record_book_all_time_results,1968-1969,1969,1969-01-04,NC State,NC State,nc-state,Yes,69,85,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J4 • at NC State L 69-85,resolved,,,,,
1052,1052,MDRAW-01053,maryland,2025-26_record_book_all_time_results,1968-1969,1969,1969-01-08,South Carolina,South Carolina,south-carolina,Yes,67,69,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J8 • South Carolina L 67-69,resolved,,,,,
