source_program_key,source_opponent_label,canonical_opponent_key,canonical_opponent_name,current_d1,games_with_source_label,first_season,last_season,resolution_status,resolution_method,user_choice,audit_note
baylor,"* at Kansas State 8,550",kansas-state,Kansas State,TRUE,1,1998-1999,1998-1999,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Kansas State 8,888",kansas-state,Kansas State,TRUE,1,2019-2020,2019-2020,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Kansas State 9,386",kansas-state,Kansas State,TRUE,1,2008-2009,2008-2009,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Kansas State 9,799",kansas-state,Kansas State,TRUE,1,2000-2001,2000-2001,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Kansas State 9,855",kansas-state,Kansas State,TRUE,1,2018-2019,2018-2019,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Missouri 13,300",missouri,Missouri,TRUE,2,1996-1997,1998-1999,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Missouri 13,411",missouri,Missouri,TRUE,1,2002-2003,2002-2003,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Missouri 13,545",missouri,Missouri,TRUE,1,2000-2001,2000-2001,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Missouri 14,297",missouri,Missouri,TRUE,1,2010-2011,2010-2011,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Missouri 15,061",missouri,Missouri,TRUE,2,2008-2009,2011-2012,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Missouri 6,549",missouri,Missouri,TRUE,1,2006-2007,2006-2007,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Missouri 8,224",missouri,Missouri,TRUE,1,2004-2005,2004-2005,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Nebraska 10,103",nebraska,Nebraska,TRUE,1,1997-1998,1997-1998,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Nebraska 10,360",nebraska,Nebraska,TRUE,1,2005-2006,2005-2006,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
